BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911169,UHEAA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,UHEAA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911170,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911171,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911172,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911173,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911174,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,650,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911175,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911177,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911179,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911180,UHEAA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,UHEAA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911181,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911189,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911193,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911194,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911200,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,736.9,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911202,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911209,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911212,DEPT OF EDUCATION/EDFINANCIAL,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911214,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,735.13,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911216,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,717.79,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911218,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911219,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911222,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,670,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911224,NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911225,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911227,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,788.52,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911233,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911237,NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911241,ACS,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911248,DEPT OF EDUCATION/EDFINANCIAL,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911249,DEPT OF EDUCATION,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911250,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911252,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911253,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911254,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911255,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911256,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,544.11,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911257,ACS,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911259,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911260,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911264,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,750,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911266,DEPT OF EDUCATION,3/1/2017,3/31/2017,STUDENT LOANS,810,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911267,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,523.71,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911268,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911269,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911271,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911272,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911276,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,545,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911278,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911283,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,633,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911285,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911286,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911287,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911288,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911289,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911290,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911291,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911292,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911293,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,696.75,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911295,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911296,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911297,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911303,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911304,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,578.5,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911306,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911307,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911308,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,515.4,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911313,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911315,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,633,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911316,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911319,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,683,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911320,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911326,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911328,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911329,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911330,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,728,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911332,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911333,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,525,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911334,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911336,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,742,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911337,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911338,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,733.2,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911339,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,750,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911340,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911341,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911346,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911347,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911349,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911353,ACS,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911354,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,632.73,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911358,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911359,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911360,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911361,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911364,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911369,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911370,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
